time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/approx_kl,train/policy_gradient_loss,train/std,train/loss,train/value_loss,train/clip_range,train/entropy_loss,train/clip_fraction,train/learning_rate,train/n_updates,train/explained_variance
144384,141,768,187,0.0040304475,-0.00613836984266527,0.5792270302772522,0.016479460522532463,1.7455269151867015e-06,0.2,-0.8711262889206409,0.0310546875,0.0003,1400,0.9718079715967178
145408,142,769,189,0.0034314597,-0.0031527718296274544,0.5818566679954529,0.0324631929397583,0.06859366823919118,0.2,-0.874837314337492,0.0390625,0.0003,1410,0.057806968688964844
146432,143,769,190,0.008087772,-0.01109875167021528,0.5793617367744446,-0.01059709768742323,0.00017759261636456357,0.2,-0.8747255064547061,0.12216796875,0.0003,1420,0.9664202891290188
147456,144,770,191,0.006207983,-0.005039353226311505,0.5718804597854614,0.007482440210878849,6.328132699309207e-05,0.2,-0.8674145236611366,0.05009765625,0.0003,1430,0.9801427721977234
148480,145,770,192,0.002272013,-0.0013928269880125299,0.56605464220047,0.040111884474754333,0.09621407743543386,0.2,-0.8549634896218776,0.021484375,0.0003,1440,0.42494475841522217
149504,146,770,194,0.002584175,-0.000765778444474563,0.56448894739151,0.04092377796769142,0.09071640553884208,0.2,-0.8479586757719517,0.00576171875,0.0003,1450,0.6058349311351776
150528,147,770,195,0.0068980767,-0.007099244266282767,0.5676968693733215,-0.018065810203552246,0.010921202256577089,0.2,-0.8492626741528511,0.09453125,0.0003,1460,0.7204627394676208
151552,148,768,197,0.004967138,-0.006583196390420198,0.5603440403938293,-0.007968508638441563,0.0016818314426927828,0.2,-0.8467512890696526,0.03984375,0.0003,1470,0.9736240040510893
152576,149,765,199,0.0019062595,-0.00032344927894882857,0.5597730875015259,0.005666869226843119,0.0006631424897932447,0.2,-0.838906966894865,0.00244140625,0.0003,1480,0.9812448546290398
153600,150,761,201,0.0024546464,-0.000929586315760389,0.5544108152389526,0.0010535410838201642,0.00039520266309409633,0.2,-0.8339247889816761,0.0076171875,0.0003,1490,0.9791521858423948
154624,151,762,202,0.0024311221,-0.002121942676603794,0.5481709241867065,-0.0011762646026909351,0.0003735780705028446,0.2,-0.8240473166108131,0.00966796875,0.0003,1500,0.9808235801756382
155648,152,762,203,0.0024156016,-0.0017487386125139893,0.5413540601730347,0.004510835744440556,0.010800458025187254,0.2,-0.8116164416074753,0.0083984375,0.0003,1510,0.9028966948390007
156672,153,762,205,0.0061912416,-0.0034231138881295918,0.5350967645645142,-0.01205502450466156,0.0005749039588408778,0.2,-0.7997282654047012,0.04794921875,0.0003,1520,0.9853012412786484
157696,154,763,206,0.004809358,-0.00397437135106884,0.5285944938659668,-0.0033473647199571133,0.00018378211739218387,0.2,-0.7883270397782326,0.03515625,0.0003,1530,0.9833483714610338
158720,155,761,208,0.006155974,-0.006096322246594355,0.5290032625198364,0.002586458344012499,0.0002670312788723095,0.2,-0.7810586519539356,0.0611328125,0.0003,1540,0.9793509468436241
159744,156,762,209,0.0035893698,-0.003911257709842175,0.5224627256393433,-0.015850095078349113,0.0004445750983904873,0.2,-0.7760313935577869,0.02431640625,0.0003,1550,0.9764291010797024
160768,157,762,210,0.002832038,-0.0023882036679424346,0.5235231518745422,0.0002943594299722463,0.00027705619049811503,0.2,-0.7706459656357765,0.021875,0.0003,1560,0.9807914160192013
161792,158,763,211,0.005428745,-0.0038269103330094366,0.5257317423820496,-0.014894443564116955,0.00027327841471560534,0.2,-0.7730247490108013,0.03916015625,0.0003,1570,0.9828060269355774
162816,159,763,213,0.002402183,-0.00076119685836602,0.5293149948120117,0.0013485196977853775,0.0001803597760044795,0.2,-0.7789700336754322,0.01025390625,0.0003,1580,0.9798197746276855
163840,160,763,214,0.004797485,-0.002645178296370432,0.524074137210846,-0.011892356909811497,8.93751369403617e-05,0.2,-0.778423847258091,0.0259765625,0.0003,1590,0.9781474024057388
164864,161,764,215,0.0045015523,-0.005322180688381195,0.5269376039505005,-0.010643004439771175,0.000123357870916152,0.2,-0.7735390044748783,0.05341796875,0.0003,1600,0.9749507140368223
165888,162,765,216,0.0045407307,-0.004455610882723704,0.5256317853927612,-0.0015434867236763239,4.3509409454145495e-05,0.2,-0.7773128680884838,0.0376953125,0.0003,1610,0.9454434961080551
166912,163,765,218,0.0006768055,-0.00020379687775857748,0.5258194208145142,-0.0005803763633593917,3.291743959152882e-05,0.2,-0.7759068936109543,0.00087890625,0.0003,1620,0.949402030557394
167936,164,765,219,0.0068713417,-0.006494857574580237,0.5247054696083069,-0.004602424334734678,2.4313161122790917e-05,0.2,-0.7749356836080551,0.05830078125,0.0003,1630,0.9664878323674202
168960,165,765,220,0.0050813705,-0.0073107012605760245,0.5288417339324951,-0.023407023400068283,0.0003088013305386994,0.2,-0.7776519916951656,0.07109375,0.0003,1640,0.9705975968390703
169984,166,765,221,0.0031874957,-0.0022296125709544866,0.5308954119682312,-0.014153335243463516,0.00017873673778012744,0.2,-0.7842042863368988,0.02001953125,0.0003,1650,0.9879907546564937
171008,167,765,223,0.0051052887,-0.006121523882029578,0.5189415812492371,-0.012403200380504131,5.295570927046356e-05,0.2,-0.7750857979059219,0.03779296875,0.0003,1660,0.973361924290657
172032,168,766,224,0.0020855118,-0.0018655203108210116,0.5139885544776917,-0.009936460293829441,1.8920807480071745e-05,0.2,-0.7572697512805462,0.01396484375,0.0003,1670,0.965613592416048
173056,169,765,226,0.0047180345,-0.007937621755991131,0.5149798393249512,-0.0069039552472531796,7.140251286728017e-05,0.2,-0.7540693260729313,0.04736328125,0.0003,1680,0.9778972528874874
174080,170,765,227,0.0053460854,-0.012271014461293816,0.5100523233413696,-0.019114678725600243,3.3059200382012933e-05,0.2,-0.7511805772781373,0.0859375,0.0003,1690,0.9735888689756393
175104,171,765,228,0.005329746,-0.0036858686711639167,0.5139151215553284,-0.016480153426527977,0.00019328859270899555,0.2,-0.7481865718960762,0.06162109375,0.0003,1700,0.9807670786976814
176128,172,765,230,0.0017717256,-0.0030868022004142404,0.5207146406173706,0.03386397287249565,0.09627567771822214,0.2,-0.7589307278394699,0.0177734375,0.0003,1710,0.3873840570449829
177152,173,765,231,0.005688306,-0.0039780009188689295,0.5217867493629456,0.013507330790162086,0.060285541927441955,0.2,-0.7681685239076614,0.05546875,0.0003,1720,0.8119848221540451
178176,174,766,232,0.0042448277,-0.002771627146285027,0.5221239924430847,0.032320454716682434,0.128389891050756,0.2,-0.7686000220477581,0.02431640625,0.0003,1730,0.8568204641342163
179200,175,767,233,0.008907574,-0.007035794053808786,0.5209692716598511,-0.008068488910794258,0.023521656112279743,0.2,-0.7684822544455528,0.10078125,0.0003,1740,0.9127201437950134
180224,176,766,234,0.006634551,-0.0038177069858647884,0.5198696851730347,0.019824882969260216,0.04934552826453,0.2,-0.7656185992062092,0.04111328125,0.0003,1750,0.9536287821829319
181248,177,767,236,0.0019646874,-0.0009334141446743161,0.5169080495834351,0.018041424453258514,0.05852510738186538,0.2,-0.7617492377758026,0.0107421875,0.0003,1760,0.9499510936439037
182272,178,765,238,0.0012972306,-0.0007166365394368768,0.5182515978813171,0.006806542165577412,0.029766157281119376,0.2,-0.7597566209733486,0.010546875,0.0003,1770,0.9890813920646906
183296,179,765,239,0.0046230042,-0.0055370332498569045,0.5196778178215027,0.004245809279382229,0.039492634357884526,0.2,-0.763136176764965,0.07783203125,0.0003,1780,0.9731506407260895
184320,180,765,240,0.0022978075,-0.0015224946371745318,0.5169902443885803,0.016546476632356644,0.011640727432677522,0.2,-0.7621746189892292,0.0216796875,0.0003,1790,0.9983296507271007
185344,181,765,241,0.009427968,-0.014459303842158988,0.5120242834091187,-0.003719859989359975,0.0014199378441844602,0.2,-0.7545572027564049,0.1345703125,0.0003,1800,0.9781651180237532
186368,182,765,243,0.008284125,-0.005939363612560556,0.5096083283424377,0.004701524972915649,0.011505180195672437,0.2,-0.747847031056881,0.07294921875,0.0003,1810,0.9976905826479197
187392,183,763,245,0.004273371,-0.0021800596587127075,0.5096015930175781,-0.0046965680085122585,0.004313154992996715,0.2,-0.7450176998972893,0.02763671875,0.0003,1820,0.9875707868486643
188416,184,763,246,0.0060805148,-0.003695013269316405,0.5104696154594421,-0.012704480439424515,0.0026002119964687155,0.2,-0.7449032314121723,0.0466796875,0.0003,1830,0.986177321523428
189440,185,762,248,0.0037016172,-0.0013777955551631748,0.5134226679801941,0.00289699318818748,0.005330737537587993,0.2,-0.7494231663644314,0.02109375,0.0003,1840,0.9845713507384062
190464,186,760,250,0.0047504557,-0.00393528129789047,0.5084480047225952,-0.005493739154189825,0.004134256627003197,0.2,-0.7488471582531929,0.0412109375,0.0003,1850,0.9850689815357327
191488,187,760,251,0.007983599,-0.009339975664624944,0.5008770227432251,-0.016125651076436043,0.0061697396566160025,0.2,-0.7353006504476071,0.09130859375,0.0003,1860,0.9965741012711078
192512,188,760,253,0.0066845007,-0.005612890684278682,0.4990249574184418,0.002226826036348939,0.0032111499007442036,0.2,-0.7249376982450485,0.062109375,0.0003,1870,0.9841899238526821
193536,189,760,254,0.0055480273,-0.001776434003841132,0.5033736824989319,-0.006717137526720762,0.0031581776616803835,0.2,-0.7278289690613746,0.023828125,0.0003,1880,0.9820663426071405
194560,190,760,255,0.0032796958,-0.0027674520533764735,0.5043525695800781,0.002127718646079302,0.001402446717474959,0.2,-0.7348413728177547,0.019140625,0.0003,1890,0.9845146723091602
195584,191,760,257,0.003573543,-0.0011923276411835103,0.5051190257072449,-0.007885470986366272,0.0007456783005181933,0.2,-0.7348388999700546,0.0146484375,0.0003,1900,0.985242092050612
196608,192,761,258,0.00301155,-0.0012546989426482468,0.5006834268569946,0.0010602585971355438,0.0011189407250640215,0.2,-0.7323387637734413,0.016015625,0.0003,1910,0.9823877662420273
197632,193,759,260,0.005404354,-0.003709308081306517,0.4951227605342865,-0.0025088898837566376,0.00031398224582517286,0.2,-0.7211006976664066,0.0345703125,0.0003,1920,0.959190908819437
198656,194,760,261,0.0017461312,-0.0012715938180917874,0.49626046419143677,0.0013062246143817902,0.000711672953730158,0.2,-0.7167042382061481,0.015625,0.0003,1930,0.9805907551199198
199680,195,760,262,0.0016010758,-0.0022050564759410916,0.4981441795825958,-0.006320674438029528,0.0006397186169124324,0.2,-0.7197702974081039,0.03369140625,0.0003,1940,0.9826167337596416
200704,196,759,264,0.00898097,-0.005816321907332167,0.4966224431991577,-0.0019106356194242835,0.0011363192224962404,0.2,-0.7211725920438766,0.06083984375,0.0003,1950,0.9797989949584007
